experiment	tag	kernel_type	throughput_tflops	latency_us	pct_peak	speedup_vs_pytorch	correctness	peak_vram_mb	description
T2H_qwen3_nvfp4_C128	qwen3_fp8kv_20260418	e2e_serving	10529.7	1340	0	0	PASS	0	C=128 gen 10,530 tok/s (23922 total). Qwen3-30B-A3B NVFP4 + FP8 KV + CG, PRO 6000 GPU 1.
T2H_qwen3_nvfp4_C256	qwen3_fp8kv_20260418	e2e_serving	9518.0	3130	0	0	PASS	0	C=256 gen 9,518 tok/s. Dip at 256 (autotuning or prefix cache miss).
T2H_qwen3_nvfp4_C384	qwen3_fp8kv_20260418	e2e_serving	12415.0	3550	0	0	PASS	0	C=384 gen 12,415 tok/s.
T2H_qwen3_nvfp4_C512	qwen3_fp8kv_20260418	e2e_serving	14707.0	3950	0	0	PASS	0	C=512 gen 14,707 tok/s (vs prior peak 17,426 at C=512 on 2026-04-10 = -15.6%).
T2H_qwen3_nvfp4_C768	qwen3_fp8kv_20260418	e2e_serving	16636.5	5250	0	0	PASS	0	NEW PEAK C=768: gen 16,637 tok/s (total 23,923). 95% of prior peak 17,426. Zero errors.
T2N_cutlass_swizzle_inline	cu_rebuild	kernel_bench	0	16.96	0	1.073	PASS	0	shuffle+quant emitting CUTLASS 128x4 swizzle inline, M=512xK=2816, fused=16.96us vs two-op=18.19us speedup=1.07x, cos_vs_ref=0.9966, cos_vs_bf16=0.9952 (ref floor 0.9955), all 90112 nz within +-1 FP8 step, zero spurious, post-pass eliminated
ASI1_disagg_bringup	disagg_1p1d_20260418	e2e_serving	0	0	0	0	BLOCKED	0	1P1D Gemma4 26B NVFP4 bring-up FAILED on WSL2 - P2pNcclConnector cannot initialize cross-container NCCL. Prefill (GPU 0, gpu_mem_util 0.80) and decode (GPU 1, 0.80) both load successfully and report healthy at :8100/:8101; proxy at :8200 routes OK. On first real request, prefill calls ncclCommInitRank(2,unique_id,rank=0) and decode listener calls ncclCommInitRank(2,unique_id,rank=1) simultaneously; both fail with RuntimeError: NCCL error: unhandled cuda error at pynccl_wrapper.py:416. Root cause: WSL2 does not support CUDA IPC (cudaIpcGetMemHandle) required by NCCL for cross-process GPU-to-GPU data transfer (NVIDIA WSL user guide - features-not-yet-supported). Fixes applied during bring-up: (a) gpu_mem_util 0.90/0.85->0.80/0.80 to avoid OOM killer from prior attempt, (b) added CUDA_VISIBLE_DEVICES=0/1 envs since docker --gpus device=N does not isolate in WSL2 (both containers saw both GPUs; prefill and decode were both on GPU 0), (c) added VLLM_HOST_IP=127.0.0.1 so ZMQ binds loopback matching proxy request_id KV_IP. Recommendation: KILL ASI-1 on WSL2 hardware. Disaggregated 1P1D requires bare-metal Linux OR a different KV connector not dependent on CUDA IPC (e.g. LMCacheConnector with shared storage, or NIXL/UCX). For this node, stay on serve_gemma4_dp2.sh (T1-G DP=2 baseline is 2965 tok/s FP8 KV, projected 24k peak).
T1B_revert_pre_t1b	revert_verify	e2e_serving	737.7	5400	0	0	FAIL	0	pre_t1b backend also crashes: cudaErrorIllegalAddress in gemma4_mm.py:1257 embed_input_ids is_multimodal.to() at C>4. Root cause is UPSTREAM vLLM main (0.1.dev100+gc0c98b8b9) gemma4_mm.py bug, not FusenCache. Both T1-B patch and pre_t1b fail under concurrent batched inference. Workaround: use vllm-built image (vLLM 0.19.1rc1) per Discovery #59, where 4,489 tok/s peak held.
T2N_cutlass_inline_swizzle	swizzle_rebuild	kernel_bench	0	17.0	0	1.073	PASS	0	fused_shuffle_quant.cu emits CUTLASS 5D swizzled scales inline (sm_120a rebuild). Correctness: cos=0.9952 vs 0.9955 ref floor, 100% within ±1 FP8 step. Microbench 16.96us vs 18.19us two-op = 1.07×. Post-pass eliminated. vLLM wrapper reshape needed before run_cutlass_moe_fp4 integration.
ASI1_disagg_bringup	wsl2_kill	e2e_serving	0	0	0	0	KILL	0	ASI-1 1P1D definitive KILL on WSL2: ncclCommInitRank fails (unhandled cuda error) because WSL2 doesn't support cudaIpcGetMemHandle (CUDA IPC) required for NCCL cross-process GPU transfer. Not config-fixable. Revisit on bare-metal Linux or with LMCache/NIXL/UCX-RDMA KV connector.
IDLM_v1_baseline_pro6000	v1_repro	idlm_v1	162.7	0	0	0.65	PASS	84000	I-DLM v1 baseline PRO 6000 C=1: 162.7 tok/s, 65-68% acceptance (prior 138.5/42%). SM120 CuTe fails JIT; patched dllm_mask_positions=None to bypass.
IDLM_v1_cuda_graphs	v1_graphs	idlm_v1	162.6	0	0	0	KILL	84000	I-DLM v1 + CUDA graphs: +0% at C=1 (162.6 vs 162.7). Aggregate flat ~160 tok/s across C=1/8/16. I-DLM does not batch. No Medusa/EAGLE3 drafts cached.
T1F_triattn_prereq_missing	kill_criterion	kv_compression	0	0	0	0	KILL	0	T1-F TriAttention KILL (criterion #3): requires BF16/FP16 Gemma4 checkpoint for pre-RoPE Q calibration. Only NVFP4/modelopt-quant locally, google/gemma-4-26b-it HF-gated. No AIME25/MATH-500 possible.
T2N_e2e_baseline_qwen3	qwen3_fp8kv	e2e_serving	13993.5	4210	0	1.0	PASS	0	Baseline Qwen3-30B-A3B NVFP4 FP8 KV C=512 gen=13,994 tok/s (C=256 9,276; C=128 12,238; C=64 3,262 warm2); VLLM_USE_FLASHINFER_MOE_FP4=0 to force VLLM_CUTLASS MoE path; no fused patch; vllm-fusencache:latest GPU1.
T2N_e2e_fused_qwen3	qwen3_fp8kv_t2n	e2e_serving	18756.0	3130	0	1.340	PASS	0	T2-N fused shuffle+quant via plugin; C=512 18,756 tok/s (+34%), C=256 14,948 (+61%), C=64 5,655 (+73% noisy); correctness wrapper test: cos=0.9952 100% within +-1 FP8 step, scale positions correct. Plugin installed via dist-info entry_points fused_shuffle_quant_plugin:register on vllm-fusencache:latest; log: '[T2-N] Patched run_cutlass_moe_fp4 via plugin'. PASS (>=1.01x gate).
T1B_verify_post_gemma4fix_full_C32	fusencache_post_gemma4fix	e2e_serving	373.3	13580	0	0.083	PARTIAL	0	FULL mode: text-only path works at C=32 post gemma4_mm patch (373 gen/s), but new illegal-address crash at gemma4.py:177 for C>=64
T1B_verify_post_gemma4fix_full_C64	fusencache_post_gemma4fix	e2e_serving	0	170	0	0	FAIL	0	FULL mode: engine died at C=64 — illegal memory access at gemma4.py:177 Gemma4Router.forward x*=root_size.to(dtype) — second aliasing race surfaces once gemma4_mm path is bypassed
T1B_verify_post_gemma4fix_full_C128	fusencache_post_gemma4fix	e2e_serving	0	20	0	0	FAIL	0	FULL mode engine already dead, all 128 requests failed
T1B_verify_post_gemma4fix_full_C256	fusencache_post_gemma4fix	e2e_serving	0	20	0	0	FAIL	0	FULL mode engine already dead, all 256 requests failed
T1B_verify_post_gemma4fix_piecewise_C32	fusencache_piecewise_v2	e2e_serving	1.1	121400	0	0	FAIL	0	Piecewise mode: illegal memory access during async_copy_ready_event.synchronize() — deeper async-scheduling race beyond gemma4_mm patch scope
T1B_verify_post_gemma4fix_piecewise_C64	fusencache_piecewise_v2	e2e_serving	0	20	0	0	FAIL	0	Piecewise mode: engine dead after C=32 crash
T1B_verify_post_gemma4fix_piecewise_C128	fusencache_piecewise_v2	e2e_serving	0	20	0	0	FAIL	0	Piecewise mode: engine dead
T1B_verify_post_gemma4fix_piecewise_C256	fusencache_piecewise_v2	e2e_serving	0	20	0	0	FAIL	0	Piecewise mode: engine dead
T2N_bigsweep_C384	qwen3_fp8kv_t2n_bigsweep	e2e_serving	7970.4	5900	0	0	PASS	0	C=384 warm1 cold-start 7,970 tok/s (autotuning).
T2N_bigsweep_C512	qwen3_fp8kv_t2n_bigsweep	e2e_serving	17614.3	3310	0	0.94	PASS	0	C=512 gen 17,614 tok/s (prior 18,756 peak, within noise).
T2N_bigsweep_C640	qwen3_fp8kv_t2n_bigsweep	e2e_serving	14953.9	4930	0	0.80	PASS	0	C=640 gen 14,954 tok/s — dip below C=512 peak.
T2N_bigsweep_C768	qwen3_fp8kv_t2n_bigsweep	e2e_serving	13693.1	6590	0	0.73	PASS	0	C=768 gen 13,693 tok/s — plateau/dip region.
T2N_bigsweep_C896	qwen3_fp8kv_t2n_bigsweep	e2e_serving	15899.3	6530	0	0.85	PASS	0	C=896 gen 15,899 tok/s.
T2N_bigsweep_C1024	qwen3_fp8kv_t2n_bigsweep	e2e_serving	17527.0	6730	0	0.93	PASS	0	C=1024 gen 17,527 tok/s. Throughput flat past C=512 (max_num_seqs=1024 didn't unlock new peak; memory pressure equilibrium).
ASI_alt_AD_C4	priority_chunked_prefill	e2e_serving	0	921	0	0	PASS	0	A+D Gemma4 C=4: short p50=533ms p99=921ms, long p50=434ms p99=898ms, 0 err. Baseline (no priority): ~320ms P99 per disaggregated_serving.md §6.
ASI_alt_AD_C8	priority_chunked_prefill	e2e_serving	0	4059	0	0	PARTIAL	0	A+D C=8: short p50=547ms p99=4059ms (tail spike) vs disagg target 120ms. Priority scheduling did NOT fire effectively at C=8 — 1+ short requests queued behind longs. FAIL vs disagg target.
ASI_alt_AD_C16	priority_chunked_prefill	e2e_serving	0	688	0	0	PASS	0	A+D C=16: short p50=603ms p99=688ms, long p50=493ms p99=556ms. Tight P99, priority working. Wall 1.6s for 40 reqs = 25 req/s throughput.
ASI_alt_AD_C32	priority_chunked_prefill	e2e_serving	0	802	0	0	PASS	0	A+D C=32: short p50=686ms p99=802ms, long p50=506ms p99=643ms. Zero errors validates gemma4_mm patch at C=32 (prior crashed at C>=64 at a DIFFERENT site gemma4.py:177 router). Priority+chunked prefill effective at mid-high concurrency.
mega_graph_feasibility	cooperative_kernel_skeleton	infrastructure	0	73.5	0	1.12	PASS	0	Grid.sync round-trip on SM120a: coop=73.5us / graph=82.7us (30L x 3bar) = 0.89x (cooperative BEATS CUDA-graph at infra cost). Per-barrier 0.82us pure overhead; real kernel cost dominated by work imbalance, not barrier itself. GO for full impl with 2 barriers/layer.
fusencache_cpasync_prototype	decode_cpasync	kernel_bench	0	280.74	14.2	1.24	KILL	0	cp.async 3-stage double-buffer: 14.2% BW (254 GB/s of 1792 peak), 1.24x vs baseline C++ decode. Baseline here 11.4% — well under quoted 35%. Still below 50% KILL threshold; dequant-serial softmax loop is compute-bound on 4-bit unpack, not HBM-bound. Need warp-specialized producer/consumer + vectorized nibble dequant to cross 50%.
native_fp4_scale_kernel	sass_cvt	kernel_bench	0	20.94	0	1.06	PASS	0	native FP4 scale kernel; byte-identical to CUTLASS; vs scaled_fp4_experts_quant M=128,512,2048,8192 K=7168
fa3_sm120a_port	fa3_port_attempt	infrastructure	0	0	0	0	KILL	0	FA3 port to SM120a definitive KILL: WGMMA+warp-spec unavailable on SM120 (CUTLASS_ARCH_MMA_SM90A_ENABLED gated on __CUDA_ARCH__==900; SM120 uses sync mma.sync.m16n8k32 instead). enable_sm90 guard gives silent empty-kernel on sm_120a compile; patched guard gives valid cubin but 0 MMA ops emitted (CUTE_INVALID_CONTROL_PATH dead-codes out). Real port = rewrite mainloop_fwd_sm90_tma_gmma_ws.hpp on SM120_16x8x32_TN; 1-2 wk BF16-fwd, 3-4 wk FP8-fwd, 6-8+ wk bwd; expected speedup over FA2 0-10% w/o WGMMA. Better: wait upstream _sm120.cu or use FlashInfer.
expert_prefetch_test	cuda_mem_advise	kernel_bench	0	125.9	0.0	0.492	KILL	0	base=62us pref=126us oracle=96us L2hit_proxy=0% speedup=0.492x
warp_spec_decode	warp_spec_attn	kernel_bench	0	472.1	63.5	0.710	FAIL	0	BW% warp-spec=63.5 vs FA2 93%; fi=89.4%; speedup=0.71x; below FA2 93% BW floor; warp-spec gain doesn't translate on SM120a (no TMA, no WGMMA); KILL
eagle3_qwen3_pipeline	eagle3_training	infrastructure	0	0	0	0	BLOCKED	0	pipeline end-to-end stood up (design doc + 368M-param draft + data loader + training loop, bs=6 ctx=640 on GPU 1). vLLM teacher (Qwen3-30B-A3B-NVFP4) BLOCKED by fp8_kv cache reshape bug on this build (size off by 2x). Phase B validated w/ pseudo-labels (next-token identity): 600 steps in 14s, loss 2023->15.3, top1-match 0->75.2% (pseudo upper bound). With real teacher labels, projected 50%-acceptance horizon ~6-10h on RTX PRO 6000 @ ~35 steps/s. Follow-ups: (a) patch vLLM _reshape_kv_cache_tensors to fix fp8 KV stride, (b) wire vLLM hidden-state extraction for true EAGLE3 conditioning.
mega_graph_2layer_prototype	megagraph_v1	kernel_bench	0	289.0	2.0	2.89	PASS	0	2-layer mega-graph M=1 HIDDEN=512 seq_len=16 2.89x vs eager F.linear (289us vs 834us); max_abs=1.95e-3; K/V byte-exact; 30L linear proj 4.33ms; 9 grid.sync per layer (inner fences for rmsnorm grid-reduce + stage boundaries) — collapsible to 2/layer in next iteration. GO.
fusencache_warpspec_v2	warpspec_v2	kernel_bench	0	236.28	16.8	1.18	KILL	0	warpspec v2 (1P/3C, vectorized u32 nibble unpack, bar.sync rendezvous): 16.8% BW (302 GB/s), 1.18x vs cp.async v1, 1.47x vs baseline C++, max|ws-bl|=4.88e-04 (B=16 seq=2048 H=16). Below 30% KILL gate — per-KV-token softmax broadcast is serial and not hideable by warp-spec.
mega_graph_30layer	megagraph_v2	kernel_bench	0	23689.89	9.6	1.03	FAIL	0	30L mega-graph coop kernel M=1 H=2048 seq=256: 23.7ms vs eager 24.3ms = 1.03x (BELOW 1.5x KILL); corr max_abs=5.86e-2 (3.07% rel) — PASS at 5% rel but FAIL at 1e-2 tight; barriers collapsed 9→7/layer via local rmsnorm; compute-bound at 9.6% BW (naive scalar BF16 matmul, no tensor cores) — next iter needs WMMA mma.sync m16n8k16 to beat cuBLAS.
fp8_attn_flashinfer_0_6_7	remeasure	kernel_bench	0	18.0	6.5	1.01	FAIL	0	FP8 18.0us vs BF16 18.2us = 1.01x at head_dim=256 seq=2048 (TRTLLM SM120 backend, B=1, 2KV/8Q). Best across hd={128,256} seq={2k,4k,8k,16k}: 1.11x @ hd=256 seq=8192. Discovery #37 STILL HOLDS on FlashInfer 0.6.7 — FP8 kernel is compute/layout-bound (37% BW at seq=16384 vs BF16 69% BW). KILL.
lmcache_wsl2_proto	shared_prefix	e2e_serving	0	0	0	0	BLOCKED	0	design+install verified (lmcache 0.4.3 pip-installs clean in vllm-fusencache scratch container; vllm already ships LMCacheConnectorV1 + lmcache_integration adapter); WSL2 compat confirmed (zero cudaIpc/IpcMemHandle refs in lmcache tree, default config local_cpu=True/enable_p2p=False, no NCCL); GPU smoke deferred — GPU0 at 89% (eagle3+t2n+greider), GPU1 free but other agents training; launch recipe + config YAML in plans/lmcache_wsl2_test.md ready
swa_sparse_decode	gemma4_swa	kernel_bench	0	131.4	30.1	4.64	PASS	0	Triton sparse SWA decode: B=16 seq=8192 win=4096 hd=128 gqa=4 — 131.4us vs FlashInfer dense+mask 609.6us = 4.64x (theoretical 2x); cos=0.999999 vs PT ref, 0.999995 vs FI. At seq=16384 speedup=20.03x, at seq=4096 (no sparsity) 0.13x. BF16 KV, page_size=16, split-KV online softmax. Ready to wire into vLLM Gemma4 sliding-layer path.
swa_fp8_kv_spec	design_only	infrastructure	0	0	0	0	PASS	0	FP8 KV stacking spec for SWA kernel — diff-ready, ~10 Triton line changes + wrapper extension + plugin guard. Ready to implement when SWA wiring PASSES.
mega_graph_30layer_tc	megagraph_v2_tc	kernel_bench	0	9841.90	23.2	1.30	KILL	0	30L mega-graph TC M=1 H=2048 seq=256: tc=9841.9us eager=12841.6us speedup=1.30x (vs v1 scalar 23690us = 2.41x) max_abs=6.30e-02 corr=PASS bw=23.2%; N=16/warp wastes 15/16 TC ops at M=1 - v3 needs N=128/warp + A-reuse + fused rmsnorm to hit 3.9ms HBM floor
fused_norm_fp4_qwen3_stack	qwen3_fn_t2n	e2e_serving	6681.2	9604.3	0	0.48	REGRESS	0	Qwen3-30B-A3B NVFP4 FP8 KV C=512 gen=6681 (vs T2-N peak 18756 = 36%); C=256=3393 C=768=6119. Plugin banners [T2-N] + [fused_norm_fp4_qwen3] both active. T2-N alone (withenv polish rebench) was already at 9942 (53% of peak) - regression predates fused-norm stacking. Needs bisection against 4/18 wrapper state.
SWA_sparse_e2e_baseline_gemma4	gemma4_swa_baseline	e2e_serving	688.4	11003	0	1.0	BASELINE	0	Gemma4 26B NVFP4 SWA baseline (plugin OFF) 12K prompt + 128 gen: C=4=142 C=8=194 C=16=322 C=32=688 gen_tok/s. Stock FlashInfer dense+mask sliding-window path.
SWA_sparse_e2e_patched_gemma4	gemma4_swa_patched	e2e_serving	1126.8	11042	0	2.52	PASS	0	Gemma4 26B NVFP4 SWA patched (Triton sparse decode via swa_gemma4 plugin) 12K prompt + 128 gen: C=4=260 (1.83x) C=8=487 (2.52x peak) C=16=772 (2.40x) C=32=1127 (1.64x) gen_tok/s; warmup C=2 65.7 vs baseline 7.9 = 8.3x low-conc. Gate #4 (+FP8 KV stack) UNBLOCKED.
mega_graph_30layer_v3	megagraph_v3_tc	kernel_bench	0	9872.32	23.1	1.32	KILL	0	30L mega-graph v3 M=1 H=2048 seq=256: v3=9872.3us eager=13021.2us speedup=1.32x (vs v2 tc 9842us = 1.00x) max_abs=6.30e-02 corr=PASS bw=23.1%; 5 barriers/layer via in-place rmsnorm; N=16/warp (N=128 collapses parallelism to 16-48 SMs busy, 3.5x slower); kernel is barrier+latency-bound not compute-bound - further gains need async B-prefetch, quantized weights (FP4/INT4), or TMA on Hopper+
T2N_rebench_clean_20260418e	qwen3_fp8kv_t2n_verified	e2e_serving	19558.1	28114.8	0	1.04	PASS	0	Clean-state T2-N rerun with VLLM_USE_FLASHINFER_MOE_FP4=0 + sole container: C=256=15143 C=512=19558 (+4.3% vs 18756 banked) C=768=18931. Earlier 9k/6k/3k regression was WSL2 cross-GPU isolation leak (pid visible on both GPU UUIDs despite --gpus device=1 + CVD=0) from peer container interference. NO CODE REGRESSION.
fused_norm_fp4_qwen3_stack_clean	qwen3_fn_t2n_verified	e2e_serving	5710.0	8208.1	0	0.29	KILL	0	Clean-state stack (T2-N + fused_norm_fp4_qwen3, both banners confirmed active): C=256 cold=1899 warm=4397; C=512 cold=5869 warm=5710; C=768 cold=5570 warm=3360. Vs T2-N alone clean (C=256=15143, C=512=19558, C=768=18931): stack at 29% of T2-N. The fused_norm plugin regresses performance when stacked - plugin is firing (banner active) but making things worse. Needs wire_fused_norm_fp4_qwen3.py debugging.
megagraph_v3_tc_report	megagraph_v3_killed	kernel_bench	0	9887	23.1	1.28	KILL	0	30L mega-graph v3 (N=128 tile + A-reuse + fused rmsnorm): 9887us vs v2 9842us TIED. N=128 collapsed parallelism (48 tiles on 188 SMs). Barrier reduction 7->5/layer showed no wall-time delta (grid.sync cost <47us/barrier not 278us). Real bottleneck is B-fragment global load latency (30 cycles/bf16 line x 4000 cycles stall per stage). v4 needs cp.async prefetch OR FP4 weights to break through.
mega_graph_30layer_v4a	mega_graph_v4a_cpasync	kernel_bench	0	10719.27	21.3	1.18	KILL	0	30L mega-graph v4a (v3 + cp.async.ca double-buffered B-prefetch depth=2 on all 4 GEMM stages): 10719us vs v3 9887us = 0.92x REGRESSION. Correctness PASS (max_abs=6.30e-02, rel_err=3.30%, <0.1 tight & <5% rel). SMEM 45KB (+16KB vs v3 37KB), regs=120 (v3=112), no spills. B-load hypothesis REJECTED: hardware LSU + warp-scheduler already overlap B-fragment global loads with MMA pipeline on 1504-warp occupancy; explicit cp.async adds commit/wait bookkeeping + extra smem write/read roundtrip for zero win. Next hypothesis: either FP4 weight compression (cut HBM traffic 4x) OR attention serial scalar path.
mega_graph_30layer_v5a	mega_graph_v5a_attn_wmma	kernel_bench	0	8809.44	25.9	1.42	PARTIAL	0	30L mega-graph v5a (v3 + WMMA attention Q·K^T and V·P): 8809us vs v3 9887us = 1.12x vs eager 12551us = 1.42x. Correctness PASS (max_abs=6.64e-02 rel=3.48%). Regs=154 (v3=112) 0 spills at kernel level (8B stack in attention_core_stage). SMEM=28864B (same as v3). Attention-scalar hypothesis PARTIALLY CONFIRMED: WMMA saved ~1078us (11%) but verdict PARTIAL (need 7.6ms for PASS). Attention now uses 16/188 SMs per head, 172 SMs idle during attention phase. Next bottleneck suspects: (1) attention still SM-imbalanced (need cooperative multi-SM-per-head or multi-head-per-SM batching), (2) grid.sync barriers (5/layer) now visible, (3) col-major K global load at stride HIDDEN=2048B poor coalescing. v5b barrier fusion may compound.
mega_graph_30layer_v5a1	mega_graph_v5a1_multihead_pack	kernel_bench	0	9291.36	24.6	1.38	KILL	0	30L mega-graph v5a.1 (head,N-tile) packing across 188 SMs, 6 barriers/layer: 9291us vs v5a 8809us = 0.95x REGRESSION (KILL). Correctness PASS (max_abs=6.64e-2 rel=3.48%). Regs=106 0 spills at kernel. SMEM=28864B. Amdahl cliff INTACT. Phase A (QK distributed 256 units/188 SMs) + intra-attention grid.sync + Phase B (softmax+VP distributed 128 units). Extra grid.sync cost ~30x~15us=~450us cancelled the parallelism win. Cross-warp fp32 reduction of 8 warp-partial MMAs adds syncthreads per unit. Lesson: barrier amortization ceiling binds — cannot add grid.sync within a layer without destroying gains at M=1. v5b must fuse barriers first.
W1_3a_v5b_barrier_fusion	megagraph_v5b	kernel_bench	0	8726	26.2	1.010	KILL	0	30L mega-graph v5b 4-barrier fusion: 8726us vs v5a 8811us (1.010x), 1.13x v3. CRITICAL FINDING grid.sync cost 3us not 15us (5x error in v5a.1 attribution) - barrier overhead only 4% of step (360us/8700us). Roadmap v5b-v5a.2 compound DEAD. Real bottleneck = WMMA B-frag HIDDEN-strided load latency at N=16 tiles. v6 FP4 now primary bet. max_abs=6.25e-2 rel=3.29%
W1_4a_swa_fp8_kv_gate4	gemma4_swa_fp8	e2e_serving	1342.3	10994	0	1.19	PASS	0	Gemma4 26B NVFP4 SWA + FP8 KV Gate #4 PASS: C=4=421 (1.62x) C=8=532 (1.09x) C=16=996 (1.29x) C=32=1342 (1.19x) gen_tok/s vs BF16 SWA baseline. 24K prompt at 32K max-len served zero-error C=4/8 = 2x capacity verified. Graph capture guards in patches/swa_gemma4_plugin.py + swa_sparse_plugin.py handle stream-capture cleanly. Compound with banked 2.52x SWA ~3.25x e2e at C=16.
W2_5c_fused_attn_oproj	feasibility_defer	feasibility	0	0	0	0	DEFER	0	Fused attn+O-proj feasibility: register budget 170/255 FIT but WMMA accumulator<float> to matrix_a<bf16> has NO in-register conversion path (requires smem roundtrip = the thing we wanted to eliminate). Cross-SM barrier 16 attn SMs to 188 O-proj SMs also can't be register-passed. DEFER until v5c architectural redesign (co-partition attention+O-proj on same SM).
W3_P1_v6_fp4_mlp_dense	megagraph_v6_fp4	kernel_bench	0	17696	6.1	0.50	KILL	0	30L mega-graph v6 FP4 MLP Option A dense proxy: 17.7ms vs v5a 8.8ms = 0.50x (2x SLOWER). HBM BW 6.1% (v5a 25.9%). Inline FP4 dequant serial smem roundtrip per WMMA K-step adds ~460us/layer overhead. FP4 compression cuts a ceiling that isn't binding at H=2048 dense proxy. Would pay at real Gemma4 H=4096 x 128 MoE but requires real MoE structure integration. mma.sync.e2m1 NOT supported on sm_120. max_abs=4.52e-2 rel=2.70% PASS correctness. Dense-proxy mega-graph plateaued at v5a 1.12x.
W3_CA_fused_norm_qwen3_v2	qwen3_fn_v2_stack	e2e_serving	23254.6	33428.5	0	1.19	PASS	0	Qwen3-30B-A3B NVFP4 fused-norm v2 + T2-N stack CONFIRMED WORKING: C=256=6181 C=512=19155-19383 C=768=18453-22092 C=1024=23254 gen_tok/s. NEW PEAK 23254 gen + 33428 total. v2 bug fix: replaced getattr(quant_method,'kernel',None) with .backend dispatch - all 48 layer fusions now active vs 0 in v1. Single-line fix recovered +19% over banked 18756 peak.
W1_4e_lmcache_smoke_rebuilt	lmcache_sm120_qwen3	e2e_serving	1347.3	0	0	1.27	PASS	0	LMCache v0.4.3 rebuilt for SM120 (git clone + torch patch + no-deps + sortedcontainers): Qwen3-30B-A3B NVFP4 C=20 shared-prefix. Baseline P50=159 P99=160 1061 tok/s. Patched P50=102 P99=110 1347 tok/s. 1.56x P50 / 1.45x P99 TTFT reduction + 1.27x agg throughput. Less than 7.6x projection because vLLM native prefix cache already strong at single-instance C=20. Multi-instance / cold / longer-prefix workload would show bigger LMCache delta.
W4_T5_6_t2n_gemma4_crossapply	gemma4_t2n_REGRESS	e2e_serving	1113.4	1353.6	0	0.62	KILL	0	T5.6 cross-apply KILL. Gemma4 26B-A4B patched (T2-N plugin + VLLM_USE_FLASHINFER_MOE_FP4=0) C=32 1113 gen vs baseline 1798 = 0.62x REGRESSION. Audit projection +34% was wrong - T2-N kernel tuned for Qwen3-30B-A3B dispatch shape, doesnt transfer to Gemma4.
W4_5a_qwen3_ngram_spec	qwen3_ngram_REGRESS	e2e_serving	5674.7	8157.5	0	0.72	KILL	0	§5a PROCEED verdict WRONG. Qwen3 ngram-GPU spec at num_spec=3 REGRESSES all concurrencies: C=1 144→122 (0.85x), C=8 606→442 (0.73x), C=32 7017→3242 (0.46x WORST), C=128 7919→5675 (0.72x). Math-bench prompts have low repeating n-gram rate; draft+verify overhead exceeds savings. FlashInfer TMA WS autotune also failed at startup.
W5_B2_swa_numwarps8_tune	swa_tune_MARGINAL	e2e_serving	1140.5	11042	0	1.01	PARTIAL	0	SWA num_warps=4→8 + tl.multiple_of(16) hints. Projected 1.2-1.33x (BW 30→40-50%). Reality: C=4=289 (1.11x), C=8=436 (0.89x regression), C=16=793 (1.03x), C=32=1140 (1.01x). Register pressure at 8 warps likely offsets any BW gain at current kernel shape. Another P11 Category 2+4 audit PROCEED missed.
W5_25_wsl2_isolation_FAIL	dual_model_collision	diagnostic	0	0	0	0	KILL	0	WSL2 device isolation CATASTROPHIC FAIL. Launched dual-model with docker --gpus device=0 + NVIDIA_VISIBLE_DEVICES=0 for Gemma4, and --gpus device=1 + NVIDIA_VISIBLE_DEVICES=1 for Qwen3.6. BOTH landed on GPU 0 (96.7 GB used, GPU 1 empty at 0 MiB). UUID check banners showed same GPU UUID for both containers. docker inspect shows DeviceIDs set correctly ([0] and [1]) but runtime ignores it. P4 triple-env fix (NVIDIA_VISIBLE_DEVICES + CUDA_VISIBLE_DEVICES + --gpus device=N) does NOT work on this WSL2 setup. Dual-model 29,655 banked aggregate is UNVERIFIABLE under current isolation. Need deeper investigation: nvidia-container-runtime version, daemon.json configuration, WSL2 GPU driver mode.
W5_T1B_shadow_tensor_fix_bench	fusen_t1b_W5	e2e_serving	751.0	913.1	0	17.5	PASS	0	W5_T1B shadow-tensor fix validated. Piecewise mode Gemma4 FusenCache k4v4b64. Zero CUDA illegal-address crashes at C=1/4/8/16/32 (vs KILL original at C>4). Peak C=32/B=128 = 751 gen tok/s = 17.5x over original KILL 43 tok/s. Shadow buffer sizing max(max_seqs, max_batched, max_cg) + 4096 + _shadow_copy helper + clone-before-return (P8 pattern) CORRECTNESS win confirmed. Throughput 751 still below banked 4489 peak but that used -cc.cudagraph_mode full not piecewise; full-mode rebench pending.
W5_T1B_fusen_full_mode_CRASH	fusen_t1b_full_KILL	e2e_serving	0	0	0	0	KILL	0	T1-B full CUDA graph mode still crashes - different mechanism than T1-B shadow-tensor. Error: cudaErrorIllegalInstruction during graph replay at C>32 (Discovery #56-58 SM120 graph size limit). Shadow-tensor fix W5_T1B addresses piecewise-mode illegal-address crashes only. Full-mode crash is a silicon-level SM120 graph-replay limit not fixable at plugin level. Piecewise mode (751 tok/s) is the achievable recovery ceiling; banked 4489 was likely a different vLLM version + smaller graph capture set.
